ASSESSMENT_START_TIME;FINDING_UNIQUE_ID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_DETAILS;RESOURCE_TAGS;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_RECOMMENDATION_CODE_NATIVEIAC;REMEDIATION_RECOMMENDATION_CODE_TERRAFORM;REMEDIATION_RECOMMENDATION_CODE_CLI;REMEDIATION_RECOMMENDATION_CODE_OTHER;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;TENANT_DOMAIN;SUBSCRIPTION;RESOURCE_ID;RESOURCE_NAME
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-nonprod-connectivity-/subscriptions/f55248a4-c17a-4212-b404-77b844e6a624/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;PASS;Defender plan Defender for App Services from subscription cimbt-nonprod-connectivity is set to ON (pricing tier standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-nonprod-connectivity;/subscriptions/f55248a4-c17a-4212-b404-77b844e6a624/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-nonprod-dataplatform-/subscriptions/9af73930-4be3-4d84-8b57-fe2bcd686f12/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-nonprod-dataplatform is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-nonprod-dataplatform;/subscriptions/9af73930-4be3-4d84-8b57-fe2bcd686f12/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-nonprod-identity-/subscriptions/b19705a6-ed1b-4194-8217-92b230681622/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-nonprod-identity is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-nonprod-identity;/subscriptions/b19705a6-ed1b-4194-8217-92b230681622/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-nonprod-management-/subscriptions/4542ebcc-44ab-4be7-9a7b-72fb833b2830/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;PASS;Defender plan Defender for App Services from subscription cimbt-nonprod-management is set to ON (pricing tier standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-nonprod-management;/subscriptions/4542ebcc-44ab-4be7-9a7b-72fb833b2830/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-nonprod-sandbox-/subscriptions/ea4b1365-6c10-4372-8c33-b5c74dc33e91/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-nonprod-sandbox is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-nonprod-sandbox;/subscriptions/ea4b1365-6c10-4372-8c33-b5c74dc33e91/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-prod-avd-/subscriptions/221eb636-849b-4154-aa86-17073604a3f6/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-prod-avd is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-prod-avd;/subscriptions/221eb636-849b-4154-aa86-17073604a3f6/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-prod-connectivity-/subscriptions/9edc99ad-3c0f-4d9a-adff-2ebf66b42f2e/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-prod-connectivity is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-prod-connectivity;/subscriptions/9edc99ad-3c0f-4d9a-adff-2ebf66b42f2e/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-prod-dataplatform-/subscriptions/c07a5736-0c95-498b-ac22-cb7a367fe26c/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-prod-dataplatform is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-prod-dataplatform;/subscriptions/c07a5736-0c95-498b-ac22-cb7a367fe26c/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-prod-identity-/subscriptions/caf41511-9395-4080-8093-0c882294915d/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-prod-identity is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-prod-identity;/subscriptions/caf41511-9395-4080-8093-0c882294915d/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
2023-03-23T14:00:34.847915;prowler-azure-defender_ensure_defender_for_app_services_is_on-cimbt-prod-management-/subscriptions/fd8f0c4a-52ed-4d8b-870f-430716a430cb/providers/Microsoft.Security/pricings/AppServices;azure;defender_ensure_defender_for_app_services_is_on;Ensure That Microsoft Defender for App Services Is Set To 'On' ;;FAIL;Defender plan Defender for App Services from subscription cimbt-prod-management is set to OFF (pricing tier not standard);defender;;high;AzureDefenderPlan;;[];Ensure That Microsoft Defender for App Services Is Set To 'On' ;Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.;;By default, Microsoft Defender for Cloud is not enabled for your App Service instances. Enabling the Defender security service for App Service instances allows for advanced security defense using threat detection capabilities provided by Microsoft Security Response Center.;;;https://docs.bridgecrew.io/docs/ensure-that-azure-defender-is-set-to-on-for-app-service#terraform;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/SecurityCenter/defender-app-service.html;;;;;cimbthai.com;cimbt-prod-management;/subscriptions/fd8f0c4a-52ed-4d8b-870f-430716a430cb/providers/Microsoft.Security/pricings/AppServices;Defender plan App Services
